countrycode,country,country_norm,country_barro_lee,year,rgdpo,emp,cn,hc,no_schooling_raw_pct,primary_total_raw_pct,secondary_total_raw_pct,tertiary_total_raw_pct,theta_no_schooling,theta_primary,theta_secondary,theta_tertiary,theta_sum,theta_sum_before_norm,Z_no_schooling,Z_primary,Z_secondary,Z_tertiary,tilde_A,y_observed,K_over_Y,h,ln_y_rel_us,ln_tilde_A_rel_us,ln_K_over_Y_rel_us,ln_h_rel_us,ln_yhat_with_A_rel_us,ln_yhat_without_A_rel_us,ln_capital_factor_rel_us,residual,ln_y_abs,ln_yhat_with_A_abs_us_anchor,ln_yhat_without_A_abs_us_anchor
NLD,Netherlands,netherlands,Netherlands,2010,843381.4375,8.814677238464355,3763100.75,3.2709224224090576,0.0,10.48,60.71,28.82,0.0,0.1047895210478952,0.607039296070393,0.2881711828817118,1.0,1.0001,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.7246900533362783,95679.21940689563,4.4619202921453915,3.2709224224090576,-0.21253969763132652,-0.09409956315801571,0.19664113668358096,-0.1237345618306136,-0.11951355664683884,-0.02541399348882313,0.09832056834179047,-0.09302614098448769,11.468756410778433,11.56178255176292,11.655882114920935
NOR,Norway,norway,Norway,2010,408091.65625,2.5449225902557373,1254158.75,3.5749871730804443,5.85,0.28,64.52,29.36,0.0584941505849415,0.0027997200279972,0.6451354864513549,0.2935706429357064,1.0,1.0001,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.7371446843071983,160355.2335196927,3.073228111362544,3.5749871730804443,0.30385073428116094,-0.08953895187761751,-0.17620958423103295,-0.03484500513451594,-0.21248874912764992,-0.1229497972500324,-0.08810479211551646,0.5163394834088109,11.98514684269092,11.46880735928211,11.558346311159728
NPL,Nepal,nepal,Nepal,2010,57221.33203125,12.6196870803833,187521.46875,1.5591062307357788,50.58,22.04,24.03,3.35,0.5058000000000001,0.2204,0.2403,0.0335,1.0000000000000002,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.878867817422721,4534.290879541523,3.2771251925346623,1.5591062307357788,-3.261872124229976,-0.46578487225264675,-0.11197152307678415,-0.8646938652651477,-1.3864644990561865,-0.9206796268035398,-0.05598576153839207,-1.8754076251737894,8.419423984179783,10.294831609353572,10.760616481606219
NZL,New Zealand,new zealand,New Zealand,2010,152528.84375,2.186931610107422,447596.46875,3.203183889389038,0.14,35.16,27.89,36.81,0.0014,0.3515999999999999,0.2789,0.3681,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.6493424585735124,69745.59380140278,2.9345037813544694,3.203183889389038,-0.528686582027591,-0.12214276254028655,-0.22239972586052148,-0.1446613127347971,-0.3780039382053444,-0.25586117566505784,-0.11119986293026073,-0.1506826438222466,11.152609526382168,11.303292170204415,11.425434932744702
PAK,Pakistan,pakistan,Pakistan,2010,754368.875,53.11954498291016,1253401.375,1.7892049551010132,52.47,15.33,25.53,6.67,0.5246999999999999,0.1533,0.2553,0.0667,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.9500711903660157,14201.34293775857,1.6615231838667788,1.7892049551010132,-2.12020429621057,-0.42858836311991244,-0.7912033331702374,-0.7270352313012032,-1.5512252610062343,-1.1226368978863217,-0.39560166658511864,-0.5689790352043358,9.561091812199189,10.130070847403525,10.558659210523437
PAN,Panama,panama,Panama,2010,59501.83984375,1.455299973487854,143844.671875,2.7511157989501958,8.14,34.27,33.98,23.61,0.0814,0.3427,0.3398,0.2361,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.4628573871312605,40886.3058666486,2.417482757721974,2.7511157989501958,-1.0627456423299009,-0.19513202754572423,-0.41621127941800407,-0.29680001886551866,-0.7000376861202449,-0.5049056585745206,-0.208105639709002,-0.362707956209656,10.618550466079858,10.981258422289514,11.176390449835239
PER,Peru,peru,Peru,2010,293563.21875,14.223339080810549,785214.5625,2.681890726089477,6.84,33.98,38.3,20.87,0.0684068406840684,0.3398339833983398,0.383038303830383,0.2087208720872087,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.4513977152920834,20639.543013219834,2.6747716074359196,2.681890726089477,-1.7463320298917449,-0.19979588498595746,-0.3150740991564832,-0.3222845527367304,-0.6796174873009294,-0.47982160231497195,-0.15753704957824158,-1.0667145425908156,9.934964078518014,11.00167862110883,11.201474506094787
PHL,Philippines,philippines,Philippines,2010,546330.6875,36.147220611572266,1827379.75,2.5914340019226074,3.37,31.77,40.65,24.22,0.0336966303369663,0.3176682331766823,0.4064593540645935,0.2421757824217578,1.0,1.0001,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.5286798343049037,15114.044129995884,3.3448235506631687,2.5914340019226074,-2.0579164430241814,-0.16875688097972796,-0.09152415344813547,-0.3565952021350507,-0.5711141598388464,-0.40235727885911843,-0.04576207672406773,-1.4868022831853351,9.623379665385578,11.110181948570913,11.27893882955064
POL,Poland,poland,Poland,2010,897993.375,15.326408386230469,1996998.375,3.230424642562866,0.29,18.02,60.55,21.13,0.0029002900290029,0.1802180218021802,0.6055605560556054,0.2113211321132113,0.9999999999999998,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.612051700381606,58591.24671418608,2.2238453318210727,3.230424642562866,-0.7029555174800368,-0.13631823828291612,-0.4997002665360668,-0.13619299644543958,-0.5223613679963891,-0.386043129713473,-0.24985013326803338,-0.18059414948364771,10.978340590929722,11.15893474041337,11.295252978696286
PRT,Portugal,portugal,Portugal,2010,305685.21875,4.91168737411499,2162823.25,2.3612513542175293,11.76,46.32,29.2,12.72,0.1176,0.4632,0.292,0.1272,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.2409008049267394,62236.29385717566,7.075328204759655,2.3612513542175293,-0.6426024973269548,-0.2895763128243023,0.657675736357118,-0.44961487997388905,-0.4103533246196324,-0.12077701179533012,0.3288378681785589,-0.23224917270732237,11.038693611082804,11.270942783790126,11.56051909661443
PRY,Paraguay,paraguay,Paraguay,2010,65605.7734375,2.677053689956665,231727.140625,2.3709867000579834,4.49,56.71,28.37,10.42,0.0449044904490449,0.5671567156715671,0.2837283728372837,0.1042104210421041,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.221028117709106,24506.70813350852,3.5321150637109278,2.3709867000579834,-1.5745939479859992,-0.29848403814496505,-0.03704123575587359,-0.44550039568002375,-0.7625050517029256,-0.46402101355796055,-0.018520617877936792,-0.8120888962830736,10.10670216042376,10.918791056706834,11.217275094851798
QAT,Qatar,qatar,Qatar,2010,256145.703125,1.27020001411438,656942.5625,2.6398301124572754,3.9,43.51,33.78,18.8,0.039003900390039,0.4351435143514351,0.3378337833783378,0.188018801880188,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.399110275613661,201657.77064928797,2.5647221658815402,2.6398301124572754,0.533031226479256,-0.2213562927826761,-0.35708794010068323,-0.33809202957887685,-0.7379922924118946,-0.5166359996292185,-0.1785439700503416,1.2710235188911505,12.214327334889015,10.943303815997865,11.164660108780541
ROU,Romania,romania,Romania,2010,378044.59375,8.712800025939941,1269982.625,3.0996644496917725,1.84,10.88,75.42,11.85,0.0184018401840184,0.1088108810881088,0.7542754275427542,0.1185118511851185,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.5583440506986626,43389.56393174149,3.359346082435546,3.0996644496917725,-1.0033218796392518,-0.15709404891462875,-0.08719175874979701,-0.17751272972692744,-0.3782026580164547,-0.22110860910182595,-0.0435958793748985,-0.6251192216227971,10.677974228770507,11.303093450393304,11.460187499307933
RUS,Russian Federation,russian federation,Russian Federation,2010,3468686.25,70.37236785888672,13374047.0,3.2980799674987797,0.9,5.62,31.75,62.02,0.0089739754711337,0.0560374912753016,0.3165819124538837,0.6184066207996809,1.0,1.0029,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,3.0086883593016536,49290.458109289975,3.8556519777480593,3.2980799674987797,-0.8758103145906126,0.00504997985082567,0.05060202248015622,-0.11546612221037389,-0.08511513111947011,-0.09016511097029578,0.025301011240078105,-0.7906951834711425,10.805485793819146,11.596180977290288,11.591130997439464
RWA,Rwanda,rwanda,Rwanda,2010,16322.490234375,4.4824652671813965,24776.30859375,1.5950671434402466,53.2,38.42,6.96,1.42,0.5319999999999999,0.3841999999999999,0.0695999999999999,0.0141999999999999,1.0,1.0000000000000002,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.6764748360084274,3641.409193704403,1.517924546927977,1.5950671434402466,-3.4811700815711806,-0.5797609659345878,-0.8815941233045204,-0.8418907617729549,-1.862448789359803,-1.282687823425215,-0.4407970616522601,-1.618721292211378,8.200126026838578,9.818847319049956,10.398608284984544
SAU,Saudi Arabia,saudi arabia,Saudi Arabia,2010,1390218.375,8.93005084991455,3528118.75,2.505125999450684,18.07,27.27,40.93,13.72,0.1807180718071807,0.2727272727272727,0.4093409340934093,0.1372137213721372,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.3160082156609967,155678.66279432244,2.5378162261738195,2.505125999450684,0.2742531995225317,-0.2566091358554148,-0.3676341377059732,-0.39046756087074763,-0.830893765579149,-0.5742846297237342,-0.18381706885298657,1.1051469651016808,11.95554930793229,10.850402342830611,11.107011478686024
SDN,Sudan,sudan,Sudan,2010,141242.984375,8.412276268005371,581822.0625,1.5208241939544678,55.73,29.12,12.39,2.76,0.5573,0.2912,0.1239,0.0276,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.744307451799045,16790.10292519673,4.119298845705942,1.5208241939544678,-1.9527512282082586,-0.5400966417906766,0.11674487033601699,-0.8895541725566773,-1.3712783791793455,-0.8311817373886689,0.05837243516800849,-0.5814728490289129,9.7285448802015,10.310017729230413,10.85011437102109
SEN,Senegal,senegal,Senegal,2010,39352.828125,4.325661659240723,131108.203125,1.453606367111206,65.26,23.9,7.86,2.98,0.6526000000000001,0.239,0.0786,0.0298,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.6641493877067408,9097.52801422466,3.331608155544729,1.453606367111206,-2.5655380995959884,-0.5871401282737402,-0.09548297844915443,-0.9347589749981853,-1.5696405924965027,-0.9825004642227625,-0.04774148922457721,-0.9958975070994858,9.11575800881377,10.111655515913256,10.698795644186996
SGP,Singapore,singapore,Singapore,2010,369290.46875,3.1083149909973145,1488260.375,3.060360908508301,16.39,7.41,39.23,36.97,0.1639,0.0741,0.3923,0.3697,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.669879422394981,118807.2862047716,4.030053578251199,3.060360908508301,0.003961907310207735,-0.11442093166846412,0.09484157526007753,-0.1902737403581154,-0.25727388439654075,-0.14285295272807663,0.047420787630038756,0.2612357917067485,11.685258015719967,11.424022224013218,11.538443155681682
SLE,Sierra Leone,sierra leone,Sierra Leone,2010,8106.5869140625,2.103102684020996,18040.591796875,1.506676435470581,65.14,19.2,14.34,1.31,0.6514651465146515,0.192019201920192,0.1434143414341434,0.0131013101310131,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.6863280670446692,3854.5844554595074,2.2254238421326216,1.506676435470581,-3.4242776218776037,-0.573900819195077,-0.4989907071383043,-0.898900404450101,-1.7222965772143302,-1.1483957580192532,-0.24949535356915212,-1.7019810446632733,8.257018486532155,9.95899953119543,10.532900350390506
SLV,El Salvador,el salvador,El Salvador,2010,37411.19140625,2.4802632331848145,82054.71875,2.0186495780944824,4.22,54.09,34.91,6.78,0.0421999999999999,0.5409,0.3490999999999999,0.0678,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.20445627956966,15083.556819979818,2.1933201180086384,2.0186495780944824,-2.059935631265322,-0.30597334964668577,-0.5135216640346131,-0.6063778311701584,-1.1691120128341508,-0.8631386631874649,-0.2567608320173065,-0.8908236184311715,9.621360477144437,10.51218409557561,10.818157445222294
SRB,Serbia,serbia,Serbia,2010,108497.65625,2.399261951446533,538484.875,3.133087396621704,3.25,10.27,70.18,16.3,0.0325,0.1027,0.7018000000000001,0.163,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.5889822479998226,45221.26322412855,4.963101449484076,3.133087396621704,-0.9619734278921559,-0.14518939886478388,0.30309274209624326,-0.16678768623709295,-0.16043071405375522,-0.015241315188971344,0.1515463710481216,-0.8015427138384007,10.719322680517603,11.520865394356004,11.666054793220788
SVK,Slovakia,slovakia,Slovakia,2010,146741.875,2.190112590789795,484717.90625,3.612762928009033,0.26,0.74,81.72,17.28,0.0026,0.0074,0.8172,0.1728,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.6801871542703464,67001.97771434307,3.3032009864259946,3.612762928009033,-0.5688186923477829,-0.11056761714170726,-0.10404610124446356,-0.02433375969464513,-0.18692442745858417,-0.07635681031687691,-0.052023050622231774,-0.38189426488919875,11.112477416061976,11.494371680951176,11.604939298092882
SVN,Slovenia,slovenia,Slovenia,2010,60950.0546875,0.9643076062202454,323130.5,3.39108943939209,0.48,3.46,73.76,22.3,0.0048,0.0346,0.7376,0.223,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.7054751614120045,63206.029169886235,5.301562101244013,3.39108943939209,-0.6271411345672409,-0.10117668562612592,0.36906341775415297,-0.0876553550077388,-0.0043003317567882615,0.09687635386933766,0.18453170887707646,-0.6228408028104526,11.054154973842518,11.676995776652971,11.778172462279096
SWE,Sweden,sweden,Sweden,2010,434925.3125,4.494977474212647,1799197.625,3.346539258956909,1.73,12.71,57.42,28.15,0.0172982701729827,0.1270872912708729,0.5741425857414257,0.2814718528147184,0.9999999999999998,1.0001000000000002,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.69129764094218,96758.06274784118,4.136796763237366,3.346539258956909,-0.20132716509497506,-0.10643077120790922,0.12098366420651496,-0.10087983848652882,-0.14681877759118056,-0.04038800638327134,0.060491832103257474,-0.0545083875037945,11.479968943314784,11.534477330818579,11.640908102026488
SWZ,Eswatini,eswatini,Swaziland,2010,9329.5078125,0.2534212172031402,44560.80078125,1.7123980522155762,44.82,31.38,22.54,1.27,0.4481551844815518,0.3137686231376862,0.2253774622537746,0.0126987301269873,1.0,1.0001,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.8477194880638832,36814.23329689696,4.776329220877642,1.7123980522155762,-1.167656284658463,-0.48250207338450835,0.2647342105975887,-0.7709118354953023,-1.1210468035810162,-0.6385447301965079,0.13236710529879434,-0.04660948107744678,10.513639823751296,10.560249304828742,11.042751378213252
SYR,Syrian Arab Republic,syrian arab republic,Syrian Arab Republic,2010,132627.015625,5.263532161712647,390202.34375,2.387016773223877,20.87,44.84,28.07,6.22,0.2087,0.4484,0.2807,0.0622,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.0839602351251645,25197.341167541348,2.9421030241175647,2.387016773223877,-1.5468023497012844,-0.36218420023409437,-0.21981345550061482,-0.4387622190868318,-0.9108531470712335,-0.5486689468371392,-0.1099067277503074,-0.635949202630051,10.134493758708475,10.770442961338526,11.13262716157262
TGO,Togo,togo,Togo,2010,8331.79296875,2.617223024368286,37436.484375,1.7663685083389282,49.84,23.22,24.31,2.63,0.4984,0.2322,0.2430999999999999,0.0263,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.8694882378748199,3183.4478342788643,4.493208666539456,1.7663685083389282,-3.6155759953665445,-0.4707895190826966,0.2036289761341712,-0.7398808445423827,-1.1088558755579938,-0.6380663564752971,0.10181448806708558,-2.5067201198085507,8.065720113043215,10.572440232851765,11.043229751934462
THA,Thailand,thailand,Thailand,2010,933518.0625,38.01229095458984,3748098.5,2.5527467727661133,3.66,57.49,26.33,12.53,0.0365963403659634,0.5748425157484252,0.2632736726327367,0.1252874712528747,1.0,1.0001,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.24608086160763,24558.321507514436,4.015025151160372,2.5527467727661133,-1.5724900710120515,-0.2872673847442837,0.09110551621652374,-0.37163664809035635,-0.6133512747263782,-0.3260838899820945,0.045552758108261864,-0.9591387962856732,10.108806037397708,11.06794483368338,11.355212218427665
TJK,Tajikistan,tajikistan,Tajikistan,2010,22948.115234375,2.2450428009033203,228480.390625,3.1185014247894287,0.37,6.41,84.49,8.73,0.0037,0.0641,0.8449,0.0873,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.5708044420393,10221.682733683985,9.956390243445748,3.1185014247894287,-2.44902960716016,-0.1522353805135792,0.9992764850861595,-0.1714540194576546,0.1759488425718459,0.3281842230854251,0.4996382425430797,-2.624978449732006,9.2322665012496,11.857244950981604,12.009480331495185
TTO,Trinidad and Tobago,trinidad and tobago,Trinidad and Tobago,2010,42359.0,0.5823000073432922,152059.921875,3.007477283477783,1.32,39.05,50.02,9.61,0.0132,0.3905,0.5002000000000001,0.0961,1.0000000000000002,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.3647610700832002,72744.28896757243,3.5897901715101868,3.007477283477783,-0.48659042862142954,-0.2357772535178636,-0.02084434271682034,-0.20770497777719865,-0.4539044026534724,-0.21812714913560882,-0.010422171358410169,-0.03268602596795711,11.19470567978833,11.227391705756286,11.46316895927415
TUN,Tunisia,tunisia,Tunisia,2010,127878.953125,3.574774742126465,606654.375,2.217883825302124,26.83,33.84,26.83,12.5,0.2683,0.3384,0.2683,0.125,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.166706861076996,35772.590540608675,4.74397357950689,2.217883825302124,-1.1963588566205772,-0.3232458035814645,0.2579369969744534,-0.512253083900627,-0.7065303889948648,-0.38328458541340027,0.12896849848722666,-0.4898284676257123,10.484937251789182,10.974765719414894,11.298011522996358
TUR,Turkey,turkey,Turkey,2010,1430262.375,22.581518173217773,4660637.5,2.2143657207489014,11.3,52.27,25.72,10.71,0.113,0.5227,0.2572,0.1071,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.183121250875943,63337.74213180785,3.2585891801845097,2.2143657207489014,-0.6250594357505985,-0.3156986236516177,-0.11764376056808756,-0.5138405871562629,-0.8883610910919244,-0.5726624674403067,-0.058821880284043775,0.2633016553413259,11.05623667265916,10.792935017317834,11.108633640969453
TWN,Taiwan,taiwan,Taiwan,2010,964466.0,10.493144989013672,3483863.5,3.078654766082764,2.83,16.07,46.12,34.97,0.0283028302830283,0.1607160716071607,0.4612461246124612,0.3497349734973497,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.7205255239472157,91913.91151173422,3.6122201301030827,3.078654766082764,-0.2526884348983902,-0.09562917392987158,-0.014615517659986255,-0.18431385600717465,-0.28725078876703936,-0.19162161483716778,-0.0073077588299931264,0.03456235386864914,11.428607673511369,11.39404531964272,11.489674493572592
TZA,U.R. of Tanzania: Mainland,u r of tanzania mainland,United Republic of Tanzania,2010,98450.6953125,18.24154281616211,475402.5625,1.5961668491363523,26.09,66.37,6.74,0.8,0.2609,0.6637000000000001,0.0674,0.008,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.7836640172372586,5397.059684297763,4.828839054828285,1.5961668491363523,-3.0876865270607574,-0.5177845576329333,0.2756679819923218,-0.8412015576956643,-1.2211521243324368,-0.7033675666995034,0.13783399099616087,-1.8665344027283206,8.593609581349002,10.460143984077323,10.977928541710256
UGA,Uganda,uganda,Uganda,2010,63122.69140625,10.105009078979492,200289.5625,1.972050189971924,20.7,50.47,25.87,2.96,0.207,0.5047000000000001,0.2587,0.0296,1.0000000000000002,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.006529078309641,6246.673398597755,3.173020003392451,1.972050189971924,-2.941491763602297,-0.4000478402337143,-0.14425427862809603,-0.6297328861637382,-1.1019078657115005,-0.7018600254777863,-0.072127139314048,-1.8395838978907966,8.739804344807462,10.579388242698258,10.979436082931972
UKR,Ukraine,ukraine,Ukraine,2010,440252.15625,20.252878189086918,2211308.0,3.213732957839966,1.49,4.97,53.63,39.92,0.0148985101489851,0.0496950304969503,0.5362463753624638,0.3991600839916008,1.0,1.0001,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.8347474832257324,21737.7575739939,5.022821509463078,3.213732957839966,-1.694490100525007,-0.05450138086911771,0.3150537340269812,-0.1413734166297811,-0.038347930485408216,0.016153450383709494,0.15752686701349058,-1.6561421700395988,9.986806007884752,11.642948177924351,11.697449558793469
URY,Uruguay,uruguay,Uruguay,2010,59494.7890625,1.6038750410079956,243266.9375,2.5791146755218506,1.62,48.88,40.09,9.41,0.0162,0.4888,0.4009,0.0941,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.2942953200106424,37094.40420315351,4.088878056941174,2.5791146755218506,-1.1600747012939152,-0.2660284966505013,0.10933252325595677,-0.36136040230263466,-0.5727226373251576,-0.3066941406746563,0.05466626162797838,-0.5873520639687576,10.521221407115844,11.108573471084602,11.374601967735103
USA,United States,united states,USA,2010,16651722.0,140.71380615234375,61035260.0,3.7017533779144287,0.39,2.54,39.79,57.28,0.0039,0.0254,0.3979,0.5728,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.9935328434429818,118337.51396058478,3.6654022929280226,3.7017533779144287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.681296108409759,11.681296108409759,11.681296108409759
VEN,Venezuela (Bolivarian Republic of),venezuela bolivarian republic of,Venezuela,2010,540223.875,12.00979995727539,2352053.25,2.588259220123291,6.62,39.62,37.84,15.92,0.0662,0.3962,0.3784,0.1592,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.370011923686197,44981.92117452705,4.35384913338012,2.588259220123291,-0.967280172058306,-0.23355925668357314,0.1721222166310712,-0.35782105936666153,-0.5053192077346991,-0.27175995105112594,0.08606110831553558,-0.4619609643236069,10.714015936351453,11.17597690067506,11.409536157358634
VNM,Viet Nam,viet nam,Viet Nam,2010,418834.9375,49.04850006103516,1127148.5,2.42077112197876,8.16,27.2,57.8,6.84,0.0816,0.272,0.578,0.0684,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.3479420344911475,8539.199710058587,2.691152048412867,2.42077112197876,-2.628873536784246,-0.24291502843241253,-0.3089687227441097,-0.4247204584668385,-0.8221198482713058,-0.5792048198388933,-0.15448436137205482,-1.80675368851294,9.052422571625513,10.859176260138453,11.102091288570866
YEM,Yemen,yemen,Yemen,2010,113271.515625,4.295603275299072,230562.3125,1.4162533283233645,69.25,13.14,15.08,2.53,0.6924999999999999,0.1314,0.1507999999999999,0.0252999999999999,0.9999999999999998,1.0000000000000002,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.7018195960983575,26369.17526260935,2.0354836008666677,1.4162533283233645,-1.5013451051446403,-0.5647562136177479,-0.5882046630957888,-0.9607917098712739,-1.8196502550369162,-1.2548940414191683,-0.29410233154789434,0.3183051498922759,10.179951003265119,9.861645853372842,10.42640206699059
ZAF,South Africa,south africa,South Africa,2010,660532.4375,15.727519035339355,2272312.0,2.5043632984161377,7.82,19.05,66.98,6.14,0.0782078207820782,0.1905190519051905,0.6698669866986698,0.0614061406140614,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.3977910089812604,41998.51457917804,3.4401217426963986,2.5043632984161377,-1.0359065789321136,-0.22190634231982198,-0.06343123438374731,-0.3907720633839137,-0.6443940228956093,-0.42248768057578734,-0.03171561719187365,-0.39151255603650426,10.645389529477645,11.03690208551415,11.258808427833971
ZMB,Zambia,zambia,Zambia,2010,45006.21875,3.704169988632202,243631.578125,2.222128629684448,18.42,46.61,33.47,1.5,0.1842,0.4661,0.3347,0.015,1.0,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.045813460545463,12150.149395983564,5.413286983257175,2.222128629684448,-2.2761993637509335,-0.3806587522901611,0.3899183883610269,-0.5103410146356816,-0.6960405727453293,-0.31538182045516816,0.1949591941805134,-1.580158791005604,9.405096744658826,10.98525553566443,11.365914287954592
ZWE,Zimbabwe,zimbabwe,Zimbabwe,2010,28976.095703125,5.753274440765381,59581.9765625,2.3726048469543457,8.51,36.14,54.26,1.08,0.0851085108510851,0.3614361436143614,0.5426542654265426,0.0108010801080108,1.0,0.9999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.2257443151710428,5036.45289329709,2.0562458508195163,2.3726048469543457,-3.1568387861339833,-0.2963628595591655,-0.5780561777705764,-0.44481815019447113,-1.0302090986389247,-0.7338462390797593,-0.28902808888528814,-2.1266296874950585,8.524457322275776,10.651087009770833,10.94744986933
